Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Alex,"Turbo FAST: Season 3: ""Party Poopers / The League""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 18:17:58,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6974,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":937974,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1290642,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1704350,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Groundhog, Stay! / Gone Guys Gone""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 17:48:02,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3076,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":911076,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":916050,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":917190,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":934381,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1019254,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1191543,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1581041,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Tough as Snails / C.O.N.S.P.I.R.A.C.Y.""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 17:24:44,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":4010,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1385995,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Day Mel Fell / Burn's Ex-Boo""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 17:23:00,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7151,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":90151,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Day Mel Fell / Burn's Ex-Boo""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 05:29:23,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3948,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1195948,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1230618,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1298810,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":2199696,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Ransom of White Shadow / Kicked Off""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 05:07:04,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3943,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1335943,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Maggotron / Love Hurts""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-25 05:00:10,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3162,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":413134,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Maggotron / Love Hurts""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-24 17:37:47,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":2600,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":960316,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1861010,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Maggotron / Love Hurts""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-24 17:32:06,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6820,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":336820,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Maggotron / Love Hurts""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-24 05:35:26,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":10883,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":18746,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":36759,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1011050,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1912064,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Deuce Is Wild / To Fire a Squire""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-24 05:04:40,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":4776,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":248455,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":252173,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":260565,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":417714,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":949193,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1005069,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1600724,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Crow Pox / Faking Amends""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-24 04:46:25,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":17915,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1094915,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Crow Pox / Faking Amends""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 17:50:30,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6193,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":255193,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1161170,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Turboldly Go - Part 1 / Turboldly Go - Part 2""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 17:21:08,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6651,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":148651,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":172519,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":184403,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":581841,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1760841,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Treasure of Sierra Marty / Big Baby""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 17:06:51,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7531,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":253531,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":601901,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":858400,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Treasure of Sierra Marty / Big Baby""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 05:21:26,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7366,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":868366,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":868367,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":870366,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Disappearing Act / The Sting of Injustice""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 04:58:51,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7148,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":980148,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":984777,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1354494,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""Agent Ace / Smoove as Ice""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 04:36:12,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":5616,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1355616,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Mighty Snails / Silent but Deadly""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 04:14:01,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3940,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1326940,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 2: ""The Challenge / Home on Our Own""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 03:51:47,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6571,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1332571,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Tur-Bros / The Snailman""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 03:29:18,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6961,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1346961,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Hardluck Hardcase / Bee Story""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 03:06:39,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3642,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":662642,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":688385,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1355577,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Dome Sweet Dome / My Pet Clamsquatch""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 02:44:22,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6752,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":472752,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":479159,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1339617,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Chet vs. Dr. Disorder / Damselfly in Distress""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 02:21:48,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3545,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1348545,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Smoovin' On Up / The Great Shell Robbery""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 01:45:28,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3723,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":738723,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":763692,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1085574,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1118822,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1120822,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1121276,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1123276,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1125276,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1125277,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1125704,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1127805,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1128200,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1128649,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1128761,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1129120,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1129610,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1132185,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1132542,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1133124,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1139018,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1139346,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1140589,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1141549,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1143123,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1147340,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1149661,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1150036,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1151957,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1153345,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1153705,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1155626,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1158502,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1158822,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1159349,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1160979,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1161429,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1162847,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1179624,""mediaOffsetMs"":null},{""eventType"":""reposition"",""sessionOffsetMs"":1180033,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1181082,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1256668,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1731782,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1955782,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""The Packet Racket / Smack Me Down""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 01:23:15,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6055,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1333055,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Zoo Lander / Balloonatics""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-20 01:07:59,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6982,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":913982,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Zoo Lander / Balloonatics""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 20:01:00,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3657,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":15652,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":424116,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Mall is Well / Taco Tank""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 19:38:26,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":5060,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":924060,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":929003,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1355191,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Over Shadowed / Beware the Chickipede""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 18:57:47,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6288,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":89288,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":113309,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":121154,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":136443,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":229443,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":361614,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":731839,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":940866,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1364664,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1838276,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Terror of Tickula / Prank'd""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 18:34:47,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3127,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1375127,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Terror of Tickula / Prank'd""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 18:12:11,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":5116,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1351116,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Buster Move / Gills""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 18:09:59,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":9087,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":133087,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Buster Move / Gills""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 05:23:31,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":8496,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":720496,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":722501,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":756501,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":830736,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":859778,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":967760,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":985423,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":999453,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1144919,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1358521,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":1653339,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":2554448,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""No Can Do / Adopt-A-Toad""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-18 05:03:43,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3031,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":888031,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""No Can Do / Adopt-A-Toad""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-13 17:48:51,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3221,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":497122,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":497123,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":497221,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Gypsy Moth Prophecies / Skidzo-Brainia""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-13 17:34:06,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":8850,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":881850,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Gypsy Moth Prophecies / Skidzo-Brainia""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-13 02:12:59,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7370,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":19252,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":35250,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":325164,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":325165,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":325370,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Gypsy Moth Prophecies / Skidzo-Brainia""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-12 22:29:07,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3671,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":180786,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1081656,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Gypsy Moth Prophecies / Skidzo-Brainia""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-12 22:06:31,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":7008,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":824008,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":987488,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1024414,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Gypsy Moth Prophecies / Skidzo-Brainia""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-11 23:20:19,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":5163,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":484163,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1386456,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Karmageddon / Chet Gets Burned""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-11 22:50:35,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":3931,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":773931,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":821214,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":821340,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":822124,""mediaOffsetMs"":null},{""eventType"":""paused"",""sessionOffsetMs"":849124,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":1097473,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1643473,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Curse of the Cicadas / Beat-A Fajita""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-11 22:28:24,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":6521,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1331521,""mediaOffsetMs"":null}]"
Alex,"Turbo FAST: Season 1: ""Cruise Control / R/C Turbo""",Android DefaultWidevineL3Tablet Android Tablet,2016-11-11 22:10:50,NZ,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":null},{""eventType"":""playing"",""sessionOffsetMs"":8131,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1052131,""mediaOffsetMs"":null}]"
