Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
School for Miss Cruz,NZ,iPad,1,tarzan,White Fang,view_video_info,title_results,2020-11-08 01:38:41
School for Miss Cruz,NZ,iPad,1,tarzan,Edgar Rice Burroughs' Tarzan and Jane,view_video_info,title_results,2020-11-08 01:38:37
School for Miss Cruz,NZ,iPad,1,tarzan,Charlotte's Web,view_video_info,title_results,2020-11-08 01:38:31
School for Miss Cruz,NZ,iPad,1,tarzan,The Jungle Book,view_video_info,title_results,2020-11-08 01:38:19
School for Miss Cruz,NZ,HTML 5,1,small foot,Smallfoot,play,title_results,2020-07-02 03:36:42
School for Miss Cruz,NZ,HTML 5,1,peter rabbit,Hop,play,video_info,2019-04-12 00:15:05
School for Miss Cruz,NZ,HTML 5,1,peter rabbit,Hop,play,title_results,2019-04-12 00:15:05
School for Miss Cruz,NZ,HTML 5,1,peter rabbit,Peter Rabbit,play,title_results,2019-04-12 00:14:26
School for Miss Cruz,NZ,HTML 5,1,gar,The Garfield Show,play,title_results,2018-12-13 06:34:42
School for Miss Cruz,NZ,HTML 5,1,tom jerr,Tom and Jerry: Willy Wonka and the Chocolate Factory,play,title_results,2018-12-13 04:08:57
School for Miss Cruz,NZ,HTML 5,1,super m,Super Monsters,play,title_results,2018-12-12 20:03:05
School for Miss Cruz,NZ,,1,beat bugs,Beat Bugs,view_video_info,title_results,2018-10-05 09:58:25
School for Miss Cruz,NZ,iPad,1,bubb,the magic school bus rides again,view_video_info,title_results,2018-08-23 10:25:30
School for Miss Cruz,NZ,iPad,1,bubb,sammy 2,view_video_info,title_results,2018-08-23 10:25:24
School for Miss Cruz,NZ,iPad,1,bubb,splash and bubbles,view_video_info,title_results,2018-08-23 10:24:58
School for Miss Cruz,NZ,iPad,1,beat bugs ,beat bugs: all together now,view_video_info,title_results,2018-08-23 10:22:10
School for Miss Cruz,NZ,iPad,1,beat bugs ,beat bugs,view_video_info,title_results,2018-08-23 10:22:03
School for Miss Cruz,NZ,iPad,1,beat bugs ,curious george,view_video_info,title_results,2018-08-23 10:21:48
School for Miss Cruz,NZ,iPad,1,beat bugs ,beat bugs,view_video_info,title_results,2018-08-23 10:19:32
