Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDIE-03-HNFTN4HDFYFKPQCTCKXQ17RAU0KQ1P,AU,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),103.76.164.20,New South Wales,2021-10-01T19:51:31.708Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.238.250.91,Auckland,2021-10-01T18:35:51.231Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.250.91,Auckland,2021-10-01T08:53:48.420Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.238.250.91,Auckland,2021-09-29T06:19:22.055Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.238.250.91,Auckland,2021-09-25T18:44:28.718Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.238.250.91,Auckland,2021-09-23T19:37:11.940Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.238.250.91,Auckland,2021-09-21T03:20:18.097Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.250.91,Auckland,2021-09-20T08:43:07.330Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.238.250.91,Auckland,2021-09-19T18:05:35.522Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.171.19,Auckland,2021-09-19T05:33:47.531Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.171.19,Auckland,2021-09-18T20:31:38.266Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.171.19,Auckland,2021-09-18T02:33:21.560Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.171.19,Auckland,2021-09-16T18:44:16.211Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.171.19,Auckland,2021-09-09T19:28:56.716Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.171.19,Auckland,2021-09-06T09:08:42.513Z
NFCDIE-03-HG1FETYD0XCMTNR5XY4ARM6KW65DT9,NZ,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),222.152.171.19,Auckland,2021-09-06T00:24:48.597Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.171.19,Auckland,2021-09-05T18:03:03.864Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.171.19,Auckland,2021-09-05T01:21:31.866Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.184.18,Auckland,2021-09-04T19:25:29.500Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.184.18,Auckland,2021-09-04T08:52:16.352Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.184.18,Auckland,2021-09-04T04:03:32.234Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.184.18,Auckland,2021-09-03T19:18:10.941Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.184.18,Auckland,2021-08-20T19:27:07.763Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.184.18,Auckland,2021-08-18T07:40:48.644Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.184.18,Auckland,2021-08-17T17:58:00.319Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.184.18,Auckland,2021-08-16T08:35:55.723Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.188.116,Auckland,2021-08-15T02:26:37.937Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.116,Auckland,2021-08-14T19:30:48.677Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.116,Auckland,2021-08-14T09:27:02.115Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.116,Auckland,2021-08-13T03:41:21.305Z
NFCDCH-02-FZQGFH54CF5YWAMEJL28HHQ41XDR6H,NZ,Chrome PC (Cadmium),Chrome PC (Cadmium),122.56.171.67,Wellington,2021-08-04T04:09:18.003Z
NFCDIE-03-HG1FETYD0XCMTNR5XY4ARM6KW65DT9,NZ,Edge OSS - Windows (Cadmium),Edge OSS - Windows (Cadmium),222.152.188.116,Auckland,2021-07-15T22:43:39.505Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.116,Auckland,2021-07-09T19:13:08.948Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.116,Auckland,2021-07-09T07:48:30.781Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.188.116,Auckland,2021-07-07T17:14:27.669Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.116,Auckland,2021-07-06T08:43:03.959Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.217.190,Auckland,2021-07-05T07:08:18.125Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.217.190,Auckland,2021-07-04T06:55:37.576Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.217.190,Auckland,2021-07-03T19:23:21.965Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.217.190,Auckland,2021-07-01T17:13:47.554Z
NFCDCH-02-FUFW4JH1XV3F1PEYC8U201T1LKDUAN,NZ,Chrome PC (Cadmium),Chrome PC (Cadmium),122.56.171.67,Wellington,2021-06-30T04:34:26.814Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.217.190,Auckland,2021-06-11T19:48:04.415Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.217.190,Auckland,2021-06-11T05:22:00.175Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.217.190,Auckland,2021-06-10T17:20:55.482Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.217.190,Auckland,2021-06-10T08:28:26.956Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.238.253.15,Auckland,2021-06-09T17:24:47.056Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.253.15,Auckland,2021-06-09T14:50:37.913Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.238.253.15,Auckland,2021-06-08T07:20:36.563Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.238.253.15,Auckland,2021-06-05T19:46:16.596Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.253.15,Auckland,2021-06-04T03:10:47.484Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.56.171.67,Wellington,2021-06-03T23:24:32.884Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.253.15,Auckland,2021-06-02T07:59:16.420Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,125.238.253.15,Auckland,2021-05-07T19:45:53.329Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,125.238.253.15,Auckland,2021-05-07T06:05:30.919Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.238.253.15,Auckland,2021-05-05T17:54:41.833Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.238.253.15,Auckland,2021-05-03T09:14:08.061Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.236.136.63,Auckland,2021-05-03T05:01:40.744Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,125.236.136.63,Auckland,2021-05-02T08:03:26.651Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,125.236.136.63,Auckland,2021-05-02T03:26:50.187Z
GOOGEAR0010000000000000021919795,NZ,Google Chromecast V3 Streaming Stick,Google Chromecast V3 Streaming Stick,210.246.58.164,Wellington,2021-05-01T08:11:45.129Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,210.246.58.164,Wellington,2021-04-30T20:39:12.905Z
GOOGEAR0010000000000000021919795,NZ,Google Chromecast V3 Streaming Stick,Google Chromecast V3 Streaming Stick,210.246.58.164,Wellington,2021-04-29T04:25:07.655Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,210.246.58.164,Wellington,2021-04-28T19:19:54.517Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,210.246.58.164,Wellington,2021-04-28T18:17:09.654Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.174.158,Auckland,2021-04-28T08:26:34.326Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.174.158,Auckland,2021-04-28T00:34:10.457Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.174.158,Auckland,2021-04-27T19:46:33.812Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.174.158,Auckland,2021-04-26T07:07:26.936Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),103.231.91.140,Auckland,2021-04-26T07:04:04.150Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.174.158,Auckland,2021-04-25T03:43:04.119Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.174.158,Auckland,2021-04-14T17:22:46.007Z
NFCDCH-01-GPDU57H2XL7A2NC43E9EQH8U3AQ490,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.174.158,Auckland,2021-04-14T17:22:29.112Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.174.158,Auckland,2021-04-07T17:29:27.703Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.174.158,Auckland,2021-03-26T18:46:11.702Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.174.158,Auckland,2021-03-26T04:58:18.890Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.174.158,Auckland,2021-03-26T02:50:54.219Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.90,Auckland,2021-03-23T15:10:53.436Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.90,Auckland,2021-03-23T06:45:32.555Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.90,Auckland,2021-03-20T18:47:05.929Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.90,Auckland,2021-03-12T18:47:23.880Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.188.90,Auckland,2021-03-09T17:02:00.932Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.90,Auckland,2021-03-09T06:57:09.421Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.90,Auckland,2021-03-09T06:53:28.172Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.206,Auckland,2021-03-08T04:59:11.732Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.206,Auckland,2021-03-07T03:26:56.628Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.206,Auckland,2021-03-06T18:45:25.796Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.188.206,Auckland,2021-03-05T19:00:15.818Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.188.206,Auckland,2021-03-05T00:11:20.528Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.188.206,Auckland,2021-03-04T04:11:32.002Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.57.178.122,Auckland,2021-03-03T06:25:52.365Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.57.178.122,Auckland,2021-03-02T17:59:10.644Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,122.57.178.122,Auckland,2021-03-01T00:05:40.542Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,122.57.178.122,Auckland,2021-02-27T18:46:49.311Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,122.57.178.122,Auckland,2021-02-26T20:14:11.172Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,122.57.178.122,Auckland,2021-02-26T18:47:17.469Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,122.57.178.122,Auckland,2021-02-25T07:32:26.269Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.169.31,Auckland,2021-02-24T14:40:37.628Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.169.31,Auckland,2021-02-24T06:47:14.295Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.169.31,Auckland,2021-02-19T18:48:09.893Z
NFCDCH-01-FFLW2CT4M85Y4E0CF2551MTFJMMJ1C,NZ,Chrome OS (Cadmium),Chrome OS (Cadmium),222.152.169.31,Auckland,2021-01-31T01:47:24.226Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.169.31,Auckland,2021-01-25T17:26:24.094Z
NFCDCH-02-FUFW4JH1XV3F1PEYC8U201T1LKDUAN,NZ,Chrome PC (Cadmium),Chrome PC (Cadmium),122.56.171.67,Wellington,2021-01-24T21:34:40.425Z
NFANDROID2-PRV-HIMEDIADISHSV10-HIMEDSV10-10094-EFF3AEBDC7A55C4B6C673B77E255D7E241EC48FD787B43F3F3FB25F6041754DE,NZ,HiSilicon HiMediaDishSV10 Set Top Box,HiSilicon HiMediaDishSV10 Set Top Box,222.152.169.31,Auckland,2021-01-24T01:36:02.066Z
SONY-CTV140000000000000007457208,NZ,Sony CE Sony CE 2014 Core DTV Smart TV,Sony CE Sony CE 2014 Core DTV Smart TV,222.152.169.31,Auckland,2021-01-23T19:18:13.843Z
NFAPPL-01-IPAD4=2-DE4126F171ACB5D089ACFA06509D88809E69D64D56E3B4A0198D594D93FEBB66,NZ,iPad Air Cellular,iPad Air Cellular,222.152.169.31,Auckland,2021-01-22T19:33:16.719Z
NFAPPL-01-IPAD7=5-1D7FD2E25DC8D08A8581A7A410AEB866A9B27842F2FB756F918B160C8B102B0D,NZ,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,222.152.169.31,Auckland,2021-01-22T18:43:32.955Z
